epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,9398,1.25494,0.69474,1.20638,0.90879,0.85322,0.92259,0.59676,1.26906,0.60724,1.23781,0.000712751,0.000712751,0.000712751
57,9562.77,1.26609,0.69915,1.2098,0.9185,0.85409,0.9217,0.5962,1.2551,0.60904,1.23166,0.000687214,0.000687214,0.000687214
58,9733.6,1.25464,0.68783,1.19732,0.90663,0.86373,0.92178,0.59724,1.26045,0.60411,1.23624,0.000661831,0.000661831,0.000661831
59,9900.91,1.24977,0.67989,1.19821,0.90666,0.85692,0.92239,0.59997,1.25796,0.60397,1.23257,0.000636625,0.000636625,0.000636625
60,10069.8,1.2529,0.69093,1.19613,0.9197,0.84899,0.92276,0.59781,1.25727,0.60225,1.23805,0.000611621,0.000611621,0.000611621
61,10237.6,1.24282,0.67549,1.19472,0.91301,0.85725,0.92318,0.59831,1.25951,0.59702,1.23234,0.000586845,0.000586845,0.000586845
62,10402.6,1.23788,0.67593,1.18992,0.90942,0.85786,0.92398,0.60139,1.25163,0.59951,1.22974,0.00056232,0.00056232,0.00056232
63,10563.4,1.24222,0.67662,1.19325,0.91425,0.85162,0.9236,0.5991,1.25759,0.59977,1.23261,0.000538072,0.000538072,0.000538072
64,10723.4,1.24442,0.67785,1.19183,0.9239,0.8499,0.92751,0.60089,1.25571,0.59488,1.22936,0.000514122,0.000514122,0.000514122
65,10886,1.23589,0.66186,1.18977,0.92233,0.84932,0.92291,0.60035,1.24864,0.59214,1.22719,0.000490497,0.000490497,0.000490497
66,11049.4,1.23471,0.66914,1.18253,0.8984,0.8752,0.92539,0.60379,1.24576,0.59161,1.22703,0.000467218,0.000467218,0.000467218
67,11217.4,1.21939,0.65486,1.18043,0.91708,0.85707,0.92428,0.59803,1.25994,0.59247,1.22972,0.000444309,0.000444309,0.000444309
68,11389.6,1.21964,0.65621,1.17446,0.91813,0.8526,0.9249,0.60354,1.25067,0.58993,1.2272,0.000421792,0.000421792,0.000421792
69,11561.3,1.21816,0.65337,1.17724,0.92801,0.84749,0.92659,0.6028,1.252,0.58614,1.22632,0.000399689,0.000399689,0.000399689
70,11728.7,1.22415,0.65158,1.181,0.91146,0.86207,0.92677,0.60466,1.24944,0.58543,1.22325,0.000378023,0.000378023,0.000378023
71,11892.6,1.21473,0.64017,1.17853,0.91375,0.85969,0.92526,0.60459,1.24366,0.58421,1.22354,0.000356815,0.000356815,0.000356815
72,12054.7,1.2241,0.65531,1.18223,0.91265,0.85607,0.92502,0.60526,1.24938,0.58807,1.22428,0.000336086,0.000336086,0.000336086
73,12219.4,1.21672,0.65152,1.17356,0.91039,0.86739,0.92565,0.60336,1.24901,0.58293,1.22198,0.000315855,0.000315855,0.000315855
74,12385.3,1.21112,0.64421,1.17027,0.9154,0.86122,0.92581,0.60286,1.24903,0.58116,1.22287,0.000296144,0.000296144,0.000296144
75,12552.9,1.19714,0.63735,1.16338,0.91529,0.86558,0.92593,0.60412,1.24714,0.57804,1.2227,0.000276971,0.000276971,0.000276971
76,12716.7,1.20727,0.64134,1.17195,0.91384,0.86181,0.9275,0.60599,1.24808,0.58057,1.22149,0.000258355,0.000258355,0.000258355
77,12879.2,1.20815,0.63697,1.16693,0.91584,0.86012,0.92757,0.60686,1.24169,0.57585,1.22294,0.000240316,0.000240316,0.000240316
78,13041.6,1.2052,0.63403,1.16878,0.90954,0.86841,0.92992,0.60643,1.24388,0.57468,1.2211,0.00022287,0.00022287,0.00022287
79,13204.4,1.19798,0.63246,1.17079,0.91529,0.86698,0.93103,0.60586,1.24665,0.57558,1.22189,0.000206034,0.000206034,0.000206034
80,13368,1.20032,0.632,1.16723,0.92213,0.86001,0.92891,0.6074,1.24136,0.57516,1.22014,0.000189827,0.000189827,0.000189827
81,13528.8,1.2029,0.63059,1.17293,0.91215,0.86899,0.92875,0.60712,1.24435,0.57543,1.22063,0.000174262,0.000174262,0.000174262
82,13693.8,1.19293,0.62771,1.15905,0.91128,0.8666,0.93041,0.60843,1.24204,0.57216,1.21827,0.000159357,0.000159357,0.000159357
83,13861.2,1.19151,0.62199,1.16719,0.91568,0.86757,0.93006,0.60882,1.23913,0.5721,1.21624,0.000145125,0.000145125,0.000145125
84,14026.9,1.18961,0.62582,1.16164,0.914,0.8686,0.9294,0.60859,1.24112,0.57071,1.21816,0.000131581,0.000131581,0.000131581
85,14192.9,1.20217,0.6324,1.16667,0.91313,0.86747,0.92917,0.60936,1.23966,0.57235,1.21793,0.000118737,0.000118737,0.000118737
86,14354,1.18571,0.61833,1.1528,0.91673,0.86663,0.93032,0.6088,1.23885,0.57207,1.2166,0.000106608,0.000106608,0.000106608
87,14518.1,1.18548,0.62102,1.1587,0.91704,0.86702,0.93048,0.60966,1.23876,0.57224,1.21719,9.52034e-05,9.52034e-05,9.52034e-05
88,14681.3,1.18008,0.6178,1.1566,0.91532,0.86712,0.92991,0.60915,1.2393,0.57055,1.21657,8.4536e-05,8.4536e-05,8.4536e-05
89,14841.6,1.19133,0.622,1.16453,0.91221,0.86886,0.92971,0.60838,1.24195,0.57059,1.21842,7.4616e-05,7.4616e-05,7.4616e-05
90,15004.1,1.18177,0.61846,1.15554,0.9087,0.87052,0.92969,0.60803,1.24184,0.57118,1.21756,6.54531e-05,6.54531e-05,6.54531e-05
91,15154,1.16489,0.55193,1.17364,0.90975,0.86606,0.9274,0.60656,1.24502,0.57373,1.22019,5.70564e-05,5.70564e-05,5.70564e-05
92,15296.8,1.15557,0.54368,1.16814,0.92055,0.86046,0.92778,0.60786,1.24431,0.57355,1.21935,4.94343e-05,4.94343e-05,4.94343e-05
93,15443.4,1.15176,0.53548,1.16823,0.92341,0.85522,0.92904,0.60959,1.24296,0.57196,1.21817,4.25941e-05,4.25941e-05,4.25941e-05
94,15598.5,1.15659,0.54028,1.16674,0.92033,0.85816,0.92887,0.60956,1.24158,0.57171,1.21784,3.65426e-05,3.65426e-05,3.65426e-05
95,15755.1,1.1564,0.54146,1.16389,0.91985,0.86013,0.92904,0.60979,1.24099,0.57091,1.2175,3.12859e-05,3.12859e-05,3.12859e-05
96,15909.7,1.15514,0.54059,1.1664,0.91954,0.85818,0.92818,0.60909,1.24245,0.57162,1.21842,2.68292e-05,2.68292e-05,2.68292e-05
97,16055.6,1.15246,0.53745,1.16918,0.92187,0.85785,0.9294,0.61044,1.24087,0.57028,1.21767,2.31767e-05,2.31767e-05,2.31767e-05
98,16214.2,1.1555,0.53934,1.16696,0.92258,0.85854,0.92924,0.61055,1.2414,0.56992,1.21771,2.03321e-05,2.03321e-05,2.03321e-05
99,16373,1.15181,0.53569,1.16635,0.92031,0.85944,0.92898,0.61052,1.24301,0.57068,1.21823,1.82983e-05,1.82983e-05,1.82983e-05
100,16528.1,1.15629,0.53463,1.1668,0.91516,0.8619,0.92882,0.61129,1.24236,0.56998,1.21794,1.70772e-05,1.70772e-05,1.70772e-05
